NAME,SEEDS,LEECHES,TIME,SIZE,UPLOADER
Harry Potter and the Chamber of Secrets (2002) Theatrical Cut + Featurettes (2160p Bluray x265 HEVC ...2,5,10,Jan. 17th '20,7.7 GB5,UTRCorp
Modern Family S11E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],23,3,Jan. 17th '20,212.1 MB23,UTRCorp
68 Whiskey S01E01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,5,3,Jan. 17th '20,419.5 MB5,UTRCorp
Stumptown S01E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,1,Jan. 17th '20,428.8 MB5,UTRCorp
FBI S02E12 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,5,1,Jan. 16th '20,382.8 MB5,UTRCorp
Ghostbusters II (1989) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,7,2,Jan. 16th '20,5.0 GB7,UTRCorp
Ghostbusters II (1989) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]6,23,1,Jan. 16th '20,1.8 GB23,UTRCorp
Django Unchained (2012) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],23,0,Jan. 16th '20,3.2 GB23,UTRCorp
Django Unchained (2012) (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,12,2,Jan. 16th '20,2.1 GB12,UTRCorp
Terminator Dark Fate (2019) (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],22,1,Jan. 15th '20,3.0 GB22,UTRCorp
Togo (2019) (2160p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,14,4,Jan. 15th '20,5.0 GB14,UTRCorp
Parasite (2019) KORAEN (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]15,88,15,Jan. 15th '20,1.6 GB88,UTRCorp
Dracula (2020) Season 01 S01 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]5,14,2,Jan. 14th '20,2.6 GB14,UTRCorp
Togo (2019) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,32,3,Jan. 14th '20,1.4 GB32,UTRCorp
Dracula (2020) Season 01 S01 (2160p SDR WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,5,5,Jan. 14th '20,7.9 GB5,UTRCorp
Togo (2019) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]5,48,6,Jan. 13th '20,2.5 GB48,UTRCorp
Zombieland - Double Tap (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,15,7,Jan. 13th '20,2.6 GB15,UTRCorp
Zombieland - Double Tap (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,37,3,Jan. 12th '20,1.5 GB37,UTRCorp
Zombieland - Double Tap (2019) (2160p BluRay SDR x265 HEVC 10bit AAC 7.1 Joy) [UTR]10,15,8,Jan. 12th '20,5.0 GB15,UTRCorp
The Good Place S04E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],12,1,Jan. 11th '20,277.9 MB12,UTRCorp
Stumptown S01E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],8,0,Jan. 11th '20,428.9 MB8,UTRCorp
Harley Quinn S01E07 (2160p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],6,3,Jan. 11th '20,698.1 MB6,UTRCorp
Harley Quinn S01E07 (1080p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],11,5,Jan. 11th '20,227.7 MB11,UTRCorp
Evil S01E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],3,2,Jan. 11th '20,333.0 MB3,UTRCorp
Young Sheldon S03E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,7,0,Jan. 11th '20,197.1 MB7,UTRCorp
Star Trek Discovery S00E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,23,1,Jan. 10th '20,82.4 MB23,UTRCorp
Modern Family S11E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],18,2,Jan. 10th '20,213.0 MB18,UTRCorp
Chicago Med S05E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],0,0,Jan. 10th '20,517.9 MB0,UTRCorp
Chicago Fire S08E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,1,Jan. 10th '20,396.0 MB3,UTRCorp
Chicago P.D. S07E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],3,0,Jan. 10th '20,313.8 MB3,UTRCorp
Jay and Silent Bob Reboot (2019) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]11,32,1,Jan. 9th '20,1.9 GB32,UTRCorp
FBI S02E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],8,0,Jan. 9th '20,396.3 MB8,UTRCorp
Gemini Man (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]21,21,2,Jan. 8th '20,7.0 GB21,UTRCorp
6 Underground (2019) (2160p NF WEBRip x265 HEVC 10bit AAC 5.1 Joy)2,358,61,Jan. 7th '20,5.8 GB358,UTRCorp
Dont Fuck with Cats Hunting an Internet Killer (2019) Season 01 S01 (1080p NF WEB-DL NVENC HEVC 10bi...1,13,2,Jan. 7th '20,1.8 GB13,UTRCorp
James May Our Man in Japan (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR...5,30,11,Jan. 7th '20,2.9 GB30,UTRCorp
The Aeronauts (2019) (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],82,5,Jan. 6th '20,1.2 GB82,UTRCorp
Maleficent Mistress Of Evil (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]4,18,8,Jan. 6th '20,5.9 GB18,UTRCorp
Gemini Man (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],22,2,Jan. 6th '20,2.0 GB22,UTRCorp
Star Wars Episode VII The Force Awakens (2015) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,37,8,Jan. 6th '20,2.7 GB37,UTRCorp
Rogue One - A Star Wars Story (2016) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,40,20,Jan. 6th '20,6.5 GB40,UTRCorp
Rogue One - A Star Wars Story (2016) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR],7,3,Jan. 6th '20,3.1 GB7,UTRCorp
Rogue One - A Star Wars Story (2016) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR],39,6,Jan. 6th '20,2.2 GB39,UTRCorp
Maleficent Mistress Of Evil (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,40,9,Jan. 6th '20,1.6 GB40,UTRCorp
Gemini Man (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]6,35,4,Jan. 6th '20,3.0 GB35,UTRCorp
Ghostbusters (1984) (1080p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,3,2,Jan. 5th '20,1.5 GB3,UTRCorp
Ghostbusters (1984) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]1,29,6,Jan. 5th '20,1.9 GB29,UTRCorp
Ghostbusters (1984) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,27,6,Jan. 5th '20,4.9 GB27,UTRCorp
Cloud Atlas (2012) Open Matte (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]4,40,3,Jan. 5th '20,3.2 GB40,UTRCorp
Maleficent Mistress Of Evil (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]5,22,6,Jan. 5th '20,3.1 GB22,UTRCorp
Star Wars Episode VI - Return of the Jedi (1983) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [U...5,24,4,Jan. 4th '20,6.2 GB24,UTRCorp
Star Wars Episode VI - Return of the Jedi (1983) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy...3,16,0,Jan. 4th '20,3.4 GB16,UTRCorp
Star Wars Episode VI - Return of the Jedi (1983) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Joy) [U...1,6,3,Jan. 4th '20,1.8 GB6,UTRCorp
Vikings S06E05 The Key (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,22,2,Jan. 4th '20,436.8 MB22,UTRCorp
Harley Quinn S01E06 (1080p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,16,3,Jan. 4th '20,227.6 MB16,UTRCorp
Harley Quinn S01E06 (2160p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],5,1,Jan. 4th '20,686.6 MB5,UTRCorp
Ray Donovan S07E07 (1080p AMZN WEB-DL x265 HEVC 10bit AC3 5.1 Qman) [UTR],14,3,Dec. 31st '19,801.9 MB14,UTRCorp
Lost in Space (2018) Season 02 S02 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]6,47,9,Dec. 31st '19,4.4 GB47,UTRCorp
Star Wars Episode IV - A New Hope (1977) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [UTR]4,20,5,Dec. 30th '19,5.8 GB20,UTRCorp
Star Wars Episode V - The Empire Strikes Back (1980) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Q22 ...5,17,2,Dec. 30th '19,2.5 GB17,UTRCorp
Star Wars Episode V - The Empire Strikes Back (1980) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy)...1,4,1,Dec. 30th '19,1.8 GB4,UTRCorp
Star Wars Episode V - The Empire Strikes Back (1980) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy)...3,26,4,Dec. 30th '19,5.9 GB26,UTRCorp
Lost in Space (2018) Season 02 S02 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,11,8,Dec. 30th '19,13.5 GB11,UTRCorp
The Aeronauts (2019) (2160p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],12,1,Dec. 30th '19,4.5 GB12,UTRCorp
The Aeronauts (2019) (1080p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],41,11,Dec. 30th '19,2.7 GB41,UTRCorp
"The Gangster, the Cop, the Devil (2019) (1080p BluRay x265 HEVC 10bit DTS 5.1 Qman) [UTR]",161,14,Dec. 29th '19,2.9 GB161,UTRCorp
Contact (1997) (1080p BluRay x265 HEVC 10bit DTS 5.1 Qman) [UTR]3,14,3,Dec. 29th '19,10.2 GB14,UTRCorp
Star Wars Episode IV - A New Hope (1977) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [UTR]3,4,3,Dec. 29th '19,1.8 GB4,UTRCorp
Star Wars Episode IV - A New Hope (1977) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR] 6,14,0,Dec. 29th '19,2.6 GB14,UTRCorp
The Mandalorian (2019) Season 01 S01 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,41,26,Dec. 29th '19,9.4 GB41,UTRCorp
The Mandalorian (2019) Season 01 S01 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]8,67,21,Dec. 29th '19,3.0 GB67,UTRCorp
For All Mankind (2019) Season 01 S01 (1080p ATVP WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]7,16,10,Dec. 29th '19,5.9 GB16,UTRCorp
The Mandalorian S01E08 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],43,2,Dec. 28th '19,1.4 GB43,UTRCorp
The Mandalorian S01E08 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],70,9,Dec. 28th '19,482.7 MB70,UTRCorp
Harley Quinn S01E05 (1080p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],18,4,Dec. 28th '19,239.9 MB18,UTRCorp
Harley Quinn S01E05 (2160p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]3,10,0,Dec. 28th '19,698.7 MB10,UTRCorp
For All Mankind S01E10 (1080p WEB x265 HEVC 10bit AAC 5.1 Joy) [UTR]8,8,0,Dec. 27th '19,727.8 MB8,UTRCorp
The Witcher (2019) Season 01 S01 (2160p NF WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]5,24,18,Dec. 27th '19,14.6 GB24,UTRCorp
The Witcher (2019) Season 01 S01 (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]6,35,21,Dec. 26th '19,8.2 GB35,UTRCorp
Die Hard Collection (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,54,26,Dec. 25th '19,9.6 GB54,UTRCorp
A Christmas Prince - The Royal Baby (2019) (1080p WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]2,3,3,Dec. 25th '19,2.2 GB3,UTRCorp
The Expanse (2016) Season 04 S04 (2160p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]9,20,17,Dec. 24th '19,14.6 GB20,UTRCorp
Joker (2019) (1080p BluRay x265 HEVC 10bit TrueHD 7.1 Qman) REPACKED [UTR-HD]7,8,8,Dec. 24th '19,9.1 GB8,UTRCorp
A Christmas Prince - The Royal Baby (2019) (2160p WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]2,4,5,Dec. 24th '19,3.5 GB4,UTRCorp
Van Helsing (2016) Season 04 S04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,10,6,Dec. 24th '19,5.7 GB10,UTRCorp
Zombieland Double Tap (2019) (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]10,114,10,Dec. 24th '19,1.2 GB114,UTRCorp
Mr. Robot (2015) Season 04 S04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]7,34,15,Dec. 24th '19,4.4 GB34,UTRCorp
Mr. Robot S04E13 Series Finale Part 2 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,14,2,Dec. 24th '19,404.0 MB14,UTRCorp
Mr. Robot S04E12 Series Finale Part 1 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],14,1,Dec. 24th '19,361.2 MB14,UTRCorp
His Dark Materials S01E08 Betrayal (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],27,5,Dec. 24th '19,559.5 MB27,UTRCorp
Saturday Night Live S45E10 Eddie Murphy (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],14,4,Dec. 24th '19,671.6 MB14,UTRCorp
Abominable (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,14,2,Dec. 24th '19,4.4 GB14,UTRCorp
Santa Girl (2019) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],4,4,Dec. 24th '19,1.8 GB4,UTRCorp
The Muppet Christmas Carol (1992) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],5,1,Dec. 24th '19,3.9 GB5,UTRCorp
The Knight Before Christmas (2019) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,4,4,Dec. 24th '19,3.2 GB4,UTRCorp
Ad Astra (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]1,21,10,Dec. 24th '19,5.7 GB21,UTRCorp
Van Helsing S04E13 The Beholder (1080p AMZN WED-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],6,0,Dec. 24th '19,552.7 MB6,UTRCorp
 Joker (2019) (2160p BluRay x265 HEVC 10bit AAC 7.1 Joy) [UTR]2,22,5,Dec. 24th '19,5.6 GB22,UTRCorp
 Joker (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]7,28,5,Dec. 24th '19,1.8 GB28,UTRCorp
Life of Pi (2012) (2160p BluRay x265 HEVC 10bit AC3 5.1 Joy) [UTR]9,12,7,Dec. 23rd '19,3.9 GB12,UTRCorp
The Witcher (2019) Season 01 S01 (1080p NF WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]19,165,61,Dec. 21st '19,4.6 GB165,UTRCorp
Love & Other Drugs (2010) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,28,3,Dec. 21st '19,2.9 GB28,UTRCorp
Love & Other Drugs (2010) (1080p BluRay x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,70,10,Dec. 21st '19,1.3 GB70,UTRCorp
American Gods (2017) Season 02 S02 (2160p AMZN WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,15,10,Dec. 21st '19,12.8 GB15,UTRCorp
 Harley Quinn S01E04 (2160p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],9,4,Dec. 21st '19,671.0 MB9,UTRCorp
The Mandalorian S01E07 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,90,12,Dec. 21st '19,1.2 GB90,UTRCorp
Harley Quinn S01E04 (1080p DCU WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]3,13,4,Dec. 20th '19,217.5 MB13,UTRCorp
For All Mankind S01E06 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]3,6,2,Dec. 20th '19,573.5 MB6,UTRCorp
Star Wars Episode III - Revenge of the Sith (2005) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [...4,4,0,Dec. 20th '19,2.0 GB4,UTRCorp
Star Wars Episode III - Revenge of the Sith (2005) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Q22 Jo...6,21,5,Dec. 20th '19,3.1 GB21,UTRCorp
Star Wars Episode III - Revenge of the Sith (2005) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [...13,23,12,Dec. 20th '19,6.5 GB23,UTRCorp
The Muppet Christmas Carol (1992) (2160p DSNP WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]2,7,2,Dec. 20th '19,4.1 GB7,UTRCorp
The Knight Before Christmas (2019) (2160p WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]2,31,3,Dec. 20th '19,3.9 GB31,UTRCorp
Santa Girl (2019) (2160p WEBRip NVENC HEVC 10bit AC3 5.1 Joy) [UTR]1,7,1,Dec. 20th '19,4.1 GB7,UTRCorp
Lucy In The Sky (2019) (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]3,29,4,Dec. 20th '19,1.8 GB29,UTRCorp
Abominable (2019) (1080p BluRay x265 HEVC 10bit AAC 7.1 Q22 Joy) [UTR]2,33,5,Dec. 20th '19,1.7 GB33,UTRCorp
Titan A.E. (2000) (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,33,2,Dec. 20th '19,1.2 GB33,UTRCorp
Star Wars Episode II - Attack of the Clones (2002) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [...8,7,10,Dec. 20th '19,6.6 GB7,UTRCorp
Star Wars Episode II - Attack of the Clones (2002) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [...6,24,4,Dec. 20th '19,2.0 GB24,UTRCorp
 The Santa Clause 2 (2002) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,3,2,Dec. 20th '19,3.1 GB3,UTRCorp
 The Santa Clause 2 (2002) (2160p DSNP WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR]2,4,3,Dec. 20th '19,3.7 GB4,UTRCorp
Reprisal (2019) Season 01 S01 (2160p WEB-DL x265 HEVC 10bit AC3 5.1 Joy) [UTR]2,2,1,Dec. 20th '19,15.2 GB2,UTRCorp
 NCIS New Orleans S06E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,1,1,Dec. 20th '19,538.1 MB1,UTRCorp
 FBI S02E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,8,0,Dec. 20th '19,355.2 MB8,UTRCorp
Vikings S06E04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,16,1,Dec. 20th '19,449.1 MB16,UTRCorp
Joker (2019) (2160p WEB-DL x265 HEVC 10bit AC3 5.1 Joy) [UTR]21,108,35,Dec. 19th '19,5.4 GB108,UTRCorp
The Mandalorian S01E07 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,240,20,Dec. 19th '19,366.1 MB240,UTRCorp
Star Wars Episode I - The Phantom Menace (1999) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [UTR...2,3,3,Dec. 18th '19,1.9 GB3,UTRCorp
Star Wars Episode I - The Phantom Menace (1999) (1080p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Q22 Joy) ...2,26,3,Dec. 18th '19,2.8 GB26,UTRCorp
Star Wars Episode I - The Phantom Menace (1999) (2160p DSNP WEBRip x265 HEVC 10bit AAC 7.1 Joy) [UTR...13,26,6,Dec. 18th '19,6.3 GB26,UTRCorp
The Santa Clause (1994) (1080p DSNP WEBRip x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,17,2,Dec. 18th '19,2.1 GB17,UTRCorp
The Santa Clause (1994) (2160p DSNP WEBRip NVENC HEVC 10bit AC3 5.1 Joy) [UTR]4,6,2,Dec. 18th '19,3.5 GB6,UTRCorp
Joker (2019) (1080p WEB-DL x265 HEVC 10bit AC3 5.1 Joy) [UTR]6,51,5,Dec. 18th '19,1.6 GB51,UTRCorp
Watchmen S01E09 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,24,1,Dec. 17th '19,678.6 MB24,UTRCorp
Watchmen (2019) Season 01 S01 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]4,52,23,Dec. 17th '19,5.3 GB52,UTRCorp
His Dark Materials S01E07 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],34,2,Dec. 17th '19,551.1 MB34,UTRCorp
Rick and Morty S04E05 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,60,3,Dec. 17th '19,215.7 MB60,UTRCorp
Mr. Robot S04E11 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,21,1,Dec. 17th '19,371.6 MB21,UTRCorp
The Grand Tour (2016) S04E01 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]6,7,2,Dec. 16th '19,3.4 GB7,UTRCorp
The Marvelous Mrs. Maisel (2017) Season 03 S03 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,2,10,Dec. 16th '19,13.6 GB2,UTRCorp
6 Underground (2019) (1080p WEB x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,71,15,Dec. 16th '19,1.9 GB71,UTRCorp
Star Trek Discovery S00E09 (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,6,2,Dec. 16th '19,77.1 MB6,UTRCorp
Van Helsing S04E12 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],6,1,Dec. 16th '19,369.7 MB6,UTRCorp
Star Trek Discovery S00E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR] 4,8,0,Dec. 15th '19,86.0 MB8,UTRCorp
Evil S01E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR],7,1,Dec. 15th '19,379.5 MB7,UTRCorp
The Marvelous Mrs. Maisel (2017) Season 03 S03 (1080p WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]2,26,7,Dec. 15th '19,4.4 GB26,UTRCorp
Young Sheldon S03E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],10,5,Dec. 15th '19,188.9 MB10,UTRCorp
The Mandalorian S01E06 (2160p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR],85,11,Dec. 15th '19,1.3 GB85,UTRCorp
Iliza Shlesinger - Unveiled (2019) (2160p NF WEBRip NVENC HEVC 10bit AAC 5.1 Joy) [UTR],0,3,Dec. 14th '19,2.5 GB0,UTRCorp
Iliza Shlesinger - Unveiled (2019) (1080p NF WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,4,1,Dec. 14th '19,967.1 MB4,UTRCorp
The Mandalorian S01E06 (1080p WEBRip x265 HEVC 10bit AAC 5.1 Joy) [UTR]1,75,16,Dec. 14th '19,428.2 MB75,UTRCorp
Reprisal (2019) Season 01 S01 (1080p HULU WEB-DL x265 HEVC 10bit AC3 5.1 Joy) [UTR],9,5,Dec. 14th '19,5.2 GB9,UTRCorp
Harley Quinn S01E03 (2160p WEB x265 HEVC 10bit AAC 5.1 Joy) [UTR],4,1,Dec. 14th '19,697.1 MB4,UTRCorp
For All Mankind S01E09 (1080p ATVP WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],7,3,Dec. 14th '19,476.4 MB7,UTRCorp
6 Underground (2019) (1080p WEB x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]8,358,58,Dec. 14th '19,3.6 GB358,UTRCorp
The Expanse (2015) Season 04 S04 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR]18,91,37,Dec. 14th '19,4.9 GB91,UTRCorp
Vikings S06E03 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],11,1,Dec. 14th '19,437.1 MB11,UTRCorp
Stumptown S01E09 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],4,0,Dec. 14th '19,420.1 MB4,UTRCorp
Harley Quinn S01E03 (1080p WEB x265 HEVC 10bit AAC 5.1 Joy) [UTR],19,0,Dec. 14th '19,226.1 MB19,UTRCorp
Planes Trains and Automobiles (1987) (1080p BluRay x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]4,37,6,Dec. 13th '19,2.1 GB37,UTRCorp
Jingle All the Way (1996) (1080p WEBRIP x265 HEVC 10bit AAC 5.1 Q22 Joy) [UTR]1,30,5,Dec. 13th '19,2.9 GB30,UTRCorp
Jingle All the Way (1996) (2160p WEBRIP NVENC HEVC 10bit AAC 5.1 Joy) [UTR],9,5,Dec. 13th '19,4.2 GB9,UTRCorp
The Grand Tour S04E01 (1080p WEB x265 HEVC 10bit AAC 5.1 Joy) [UTR]7,59,2,Dec. 13th '19,1.1 GB59,UTRCorp
SEAL Team S03E10 (1080p AMZN WEB-DL x265 HEVC 10bit AAC 5.1 Joy) [UTR],11,1,Dec. 13th '19,387.9 MB11,UTRCorp
